File Name,Class Name,Object Number,Centroid,BoundingBox,RGB Color
newplot.png,Oregon,28,"( 273.86659316427784, 409.6747519294377)","(28, 254, 372, 29, 294, 447)","(252, 178, 150, 255)"
newplot.png,Kansas,29,"( 391.96950171821305, 211.12843642611685)","(29, 362, 185, 30, 431, 260)","(255, 245, 240, 255)"
newplot.png,Alaska,30,"( 263.13025819553235, 340.2773426167682)","(30, 235, 303, 31, 292, 376)","(254, 226, 213, 255)"
newplot.png,Colorado,31,"( 159.73973799126637, 394.51528384279476)","(31, 140, 363, 32, 179, 428)","(252, 194, 170, 255)"
newplot.png,North Dakota,32,"( 227.28038017651053, 604.3326544467074)","(32, 210, 577, 33, 246, 633)","(254, 225, 211, 255)"
newplot.png,Pennsylvania,33,"( 429.359477124183, 332.0457516339869)","(33, 422, 326, 34, 438, 341)","(255, 241, 234, 255)"
newplot.png,Hawaii,34,"( 234.7929810725552, 396.858832807571)","(34, 215, 357, 35, 255, 438)","(252, 128, 96, 255)"
newplot.png,Nebraska,35,"( 320.7607843137255, 589.5705882352942)","(35, 307, 565, 36, 343, 612)","(255, 236, 227, 255)"
newplot.png,South Carolina,36,"( 208.3846153846154, 648.7115384615385)","(36, 203, 642, 37, 218, 658)","(255, 242, 236, 255)"
newplot.png,Connecticut,37,"( 175.56106194690267, 447.9805309734513)","(37, 140, 423, 38, 212, 485)","(252, 126, 94, 255)"
newplot.png,Minnesota,38,"( 247.1851851851852, 631.0123456790124)","(38, 239, 627, 39, 254, 637)","(255, 242, 236, 255)"
newplot.png,Delaware,39,"( 241.777471770862, 234.34260534288074)","(39, 203, 205, 40, 295, 264)","(255, 244, 238, 255)"
newplot.png,Nevada,40,"( 252.06763698630138, 526.0119863013699)","(40, 228, 513, 41, 280, 541)","(252, 169, 140, 255)"
newplot.png,Indiana,41,"( 228.647577092511, 456.5148678414097)","(41, 211, 429, 42, 249, 488)","(222, 42, 37, 255)"
newplot.png,Iowa,42,"( 280.5639666919001, 538.6366389099168)","(42, 263, 502, 43, 297, 569)","(254, 226, 213, 255)"
newplot.png,Kentucky,43,"( 344.9075682382134, 499.78411910669973)","(43, 316, 483, 44, 377, 515)","(254, 222, 208, 255)"
newplot.png,Mississippi,44,"( 177.65079365079364, 642.0603174603175)","(44, 164, 634, 45, 195, 650)","(255, 243, 238, 255)"
newplot.png,Vermont,45,"( 342.56108859293573, 529.7255356108859)","(45, 314, 514, 46, 375, 550)","(254, 231, 220, 255)"
newplot.png,Alabama,46,"( 228.94372782973235, 306.0108029667849)","(46, 181, 255, 48, 285, 361)","(255, 242, 235, 255)"
newplot.png,Utah,47,"( 319.4202380952381, 469.4892857142857)","(48, 299, 449, 49, 344, 495)","(253, 197, 174, 255)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Massachusetts,1,"( 310.04526166902406, 1131.4356435643565)","(0, 288, 1101, 1, 329, 1162)","(254, 215, 119)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Louisiana,2,"( 704.8596368715084, 759.1206703910615)","(1, 653, 709, 2, 755, 819)","(135, 46, 5)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Virginia,3,"( 480.47438560055383, 1027.2056074766356)","(2, 432, 946, 3, 524, 1085)","(254, 229, 148)"
1_dtbDjDbSypyghG8_7qDwrw.webp,New Mexico,4,"( 617.7059985445472, 430.5950202723776)","(3, 542, 357, 4, 696, 503)","(237, 115, 22)"
1_dtbDjDbSypyghG8_7qDwrw.webp,New York,5,"( 312.1180516563728, 1054.4098820887143)","(4, 251, 981, 5, 360, 1109)","(252, 157, 43)"
1_dtbDjDbSypyghG8_7qDwrw.webp,North Carolina,6,"( 534.9976318085504, 1029.8880717935933)","(5, 494, 924, 6, 576, 1106)","(247, 134, 31)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Michigan,7,"( 344.430935709739, 876.4100891152133)","(6, 286, 840, 7, 396, 921)","(237, 119, 22)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Montana,8,"( 285.0782337803061, 350.2828389543546)","(7, 192, 226, 9, 397, 497)","(253, 151, 40)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Idaho,9,"( 508.2458229942101, 890.8082712985939)","(9, 468, 809, 10, 547, 957)","(217, 92, 7)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Kentucky,10,"( 346.14788327168105, 564.1959720509659)","(10, 304, 490, 11, 393, 638)","(255, 206, 102)"
1_dtbDjDbSypyghG8_7qDwrw.webp,South Dakota,11,"( 492.52105487026796, 449.8037916995807)","(11, 433, 373, 12, 552, 525)","(251, 148, 39)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Colorado,12,"( 589.5789049197957, 626.0122770857604)","(12, 549, 507, 13, 637, 698)","(162, 57, 4)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Oklahoma,13,"( 383.93197278911566, 1094.7203325774753)","(13, 353, 1081, 14, 418, 1110)","(228, 209, 145)"
1_dtbDjDbSypyghG8_7qDwrw.webp,New Jersey,14,"( 495.154929022082, 145.14960567823343)","(14, 340, 69, 15, 634, 244)","(254, 180, 64)"
1_dtbDjDbSypyghG8_7qDwrw.webp,California,15,"( 702.2193608439342, 586.5392252798396)","(15, 564, 428, 16, 851, 720)","(168, 59, 2)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Texas,16,"( 452.96031919545254, 797.9778093572365)","(16, 383, 750, 17, 534, 837)","(254, 186, 70)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Illinois,17,"( 263.212578839833, 561.1456871280093)","(17, 220, 493, 18, 306, 634)","(254, 230, 152)"
1_dtbDjDbSypyghG8_7qDwrw.webp,North Dakota,18,"( 428.87824351297405, 1068.8243512974052)","(18, 407, 1024, 19, 452, 1100)","(198, 188, 164)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Maryland,19,"( 426.6, 1080.8)","(18, 426, 1080, 19, 428, 1083)","(252, 203, 101)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Florida,20,"( 738.9329792883697, 994.5516728624535)","(19, 682, 864, 20, 833, 1066)","(253, 169, 57)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Washington,21,"( 216.40118451025057, 191.70669703872437)","(20, 164, 122, 21, 268, 264)","(255, 227, 145)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Georgia,22,"( 634.6200697895739, 954.5953262133869)","(21, 574, 897, 22, 692, 1013)","(253, 170, 55)"
1_dtbDjDbSypyghG8_7qDwrw.webp,New Hampshire,23,"( 268.62375533428167, 1123.1870554765292)","(22, 225, 1111, 23, 299, 1144)","(255, 255, 232)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Ohio,24,"( 424.9239537788882, 929.02467207995)","(23, 374, 883, 24, 474, 972)","(249, 139, 32)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Oregon,25,"( 308.46671136439824, 166.41133087495808)","(24, 237, 84, 25, 375, 251)","(254, 156, 43)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Maine,26,"( 207.83438485804416, 1148.893927444795)","(25, 152, 1121, 26, 276, 1193)","(255, 182, 68)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Kansas,27,"( 509.5461790555638, 605.0690451363027)","(26, 466, 524, 27, 552, 689)","(253, 158, 44)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Nevada,28,"( 450.2960981566552, 216.89957550735593)","(27, 368, 151, 28, 564, 282)","(253, 158, 44)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Pennsylvania,29,"( 382.58239675016927, 1027.1913337846988)","(28, 341, 967, 29, 427, 1093)","(254, 193, 77)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Missouri,30,"( 506.60520446096655, 732.6430297397769)","(29, 445, 665, 30, 563, 806)","(225, 101, 13)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Minnesota,31,"( 292.01151353412126, 677.6124285169653)","(30, 217, 625, 31, 370, 755)","(255, 235, 162)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Alabama,32,"( 642.9336255479024, 876.2118973074515)","(31, 580, 841, 32, 712, 922)","(192, 71, 2)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Arkansas,33,"( 601.8642303969023, 741.2112778315586)","(32, 556, 692, 33, 658, 795)","(114, 40, 6)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Wisconsin,34,"( 329.3288483466363, 766.2150513112884)","(33, 274, 710, 34, 388, 817)","(253, 170, 55)"
1_dtbDjDbSypyghG8_7qDwrw.webp,South Carolina,35,"( 586.6758194976586, 1005.5721583652618)","(34, 557, 949, 35, 634, 1054)","(209, 83, 5)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Tennessee,36,"( 558.0679059763404, 873.8551236749116)","(35, 525, 796, 36, 592, 970)","(242, 125, 28)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Iowa,37,"( 406.44777594728174, 703.1214717188358)","(36, 365, 640, 37, 453, 772)","(255, 241, 175)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Vermont,38,"( 266.5023132848645, 1099.7058823529412)","(37, 234, 1081, 38, 305, 1115)","(255, 227, 145)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Indiana,39,"( 448.70575030219305, 860.1978932826801)","(38, 393, 830, 39, 512, 894)","(255, 176, 61)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Nebraska,40,"( 426.3018033060611, 574.2771748205042)","(39, 386, 485, 40, 469, 664)","(250, 145, 37)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Mississippi,41,"( 653.1942513368984, 810.7037433155081)","(40, 589, 774, 41, 722, 846)","(102, 36, 6)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Arizona,42,"( 608.0612524676465, 304.09596402719893)","(41, 528, 229, 42, 697, 370)","(254, 163, 50)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Alaska,43,"( 758.0699188989923, 137.79134922585402)","(42, 688, 64, 43, 857, 208)","(255, 182, 68)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Utah,44,"( 470.4532407053974, 320.84655317199787)","(43, 391, 263, 44, 540, 380)","(242, 125, 28)"
1_dtbDjDbSypyghG8_7qDwrw.webp,West Virginia,45,"( 458.6296296296296, 983.6353276353276)","(44, 423, 947, 45, 499, 1029)","(156, 53, 3)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Wyoming,46,"( 378.98520576264616, 418.116221978164)","(45, 318, 343, 46, 438, 490)","(242, 125, 28)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Delaware,47,"( 425.7566225165563, 1084.794701986755)","(46, 401, 1073, 47, 441, 1101)","(248, 195, 131)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Hawaii,48,"( 839.2864077669902, 389.49271844660194)","(47, 820, 375, 48, 859, 409)","(255, 197, 77)"
1_dtbDjDbSypyghG8_7qDwrw.webp,Connecticut,49,"( 331.5080831408776, 1119.6870669745958)","(48, 315, 1104, 49, 357, 1141)","(254, 180, 62)"
covid19_new_cases_usa-20210716.png,Wisconsin,1,"( 198.79698302954117, 593.1329352608423)","(0, 164, 561, 1, 234, 622)","(220, 222, 189, 255)"
covid19_new_cases_usa-20210716.png,Virginia,2,"( 304.58029334336214, 717.4866491162092)","(1, 278, 681, 3, 326, 757)","(246, 252, 208, 255)"
covid19_new_cases_usa-20210716.png,West Virginia,3,"( 355.85733616856754, 403.4218055287067)","(3, 320, 369, 4, 399, 441)","(242, 244, 210, 255)"
covid19_new_cases_usa-20210716.png,New Mexico,4,"( 437.0343926861123, 681.5411406181977)","(4, 405, 622, 5, 487, 711)","(40, 69, 80, 255)"
covid19_new_cases_usa-20210716.png,Florida,5,"( 271.93423874195855, 603.1812008577556)","(5, 234, 577, 6, 318, 624)","(218, 240, 198, 255)"
covid19_new_cases_usa-20210716.png,Illinois,6,"( 297.14967188288745, 494.8200403836446)","(6, 274, 450, 7, 320, 541)","(211, 211, 182, 255)"
covid19_new_cases_usa-20210716.png,Kansas,7,"( 241.62599930483142, 552.8578380257212)","(7, 220, 517, 8, 266, 592)","(253, 254, 222, 255)"
covid19_new_cases_usa-20210716.png,Iowa,8,"( 340.0178159023425, 506.10128670405805)","(8, 319, 443, 9, 366, 542)","(244, 251, 203, 255)"
covid19_new_cases_usa-20210716.png,Oklahoma,9,"( 364.17133956386294, 701.6331775700935)","(9, 347, 674, 10, 390, 728)","(244, 251, 203, 255)"
covid19_new_cases_usa-20210716.png,South Carolina,10,"( 397.4956761729531, 483.17083716651337)","(10, 328, 401, 11, 474, 550)","(207, 236, 199, 255)"
covid19_new_cases_usa-20210716.png,Texas,11,"( 169.88943927085398, 542.5700416088765)","(11, 125, 510, 12, 219, 594)","(207, 210, 172, 255)"
covid19_new_cases_usa-20210716.png,Minnesota,12,"( 298.7274447949527, 564.527760252366)","(12, 267, 529, 13, 329, 603)","(239, 242, 204, 255)"
covid19_new_cases_usa-20210716.png,Missouri,13,"( 381.9288617886179, 671.3930894308943)","(13, 349, 647, 14, 412, 700)","(237, 248, 196, 255)"
covid19_new_cases_usa-20210716.png,Georgia,14,"( 240.6392523364486, 806.8915887850467)","(14, 231, 789, 15, 251, 831)","(231, 245, 197, 255)"
covid19_new_cases_usa-20210716.png,Massachusetts,15,"( 403.90818858560795, 570.6913151364764)","(15, 376, 546, 16, 431, 603)","(255, 255, 226, 255)"
covid19_new_cases_usa-20210716.png,Louisiana,16,"( 218.31616341030195, 657.3823268206039)","(16, 183, 636, 17, 247, 683)","(228, 244, 197, 255)"
covid19_new_cases_usa-20210716.png,Michigan,17,"( 214.78877887788778, 811.0577557755776)","(17, 190, 799, 18, 232, 822)","(250, 251, 219, 255)"
covid19_new_cases_usa-20210716.png,New Hampshire,18,"( 340.3494854202401, 722.5844768439108)","(18, 325, 665, 19, 363, 765)","(128, 183, 167, 255)"
covid19_new_cases_usa-20210716.png,North Carolina,19,"( 225.93944353518822, 765.0245499181669)","(19, 195, 721, 20, 257, 792)","(187, 226, 197, 255)"
covid19_new_cases_usa-20210716.png,New York,20,"( 289.269250513347, 665.1581108829569)","(20, 247, 604, 22, 326, 706)","(204, 234, 199, 255)"
covid19_new_cases_usa-20210716.png,Ohio,21,"( 271.4753412593571, 439.92316160281814)","(22, 226, 368, 24, 320, 530)","(251, 253, 218, 255)"
covid19_new_cases_usa-20210716.png,Kentucky,22,"( 260.1577998196573, 738.8935978358882)","(24, 243, 706, 25, 278, 775)","(218, 232, 182, 255)"
covid19_new_cases_usa-20210716.png,Nebraska,23,"( 202.35455390334573, 472.9681691449814)","(25, 178, 429, 26, 231, 517)","(232, 233, 202, 255)"
covid19_new_cases_usa-20210716.png,Kansas,24,"( 275.11698537682787, 638.0174353205849)","(26, 248, 621, 27, 307, 656)","(233, 240, 192, 255)"
covid19_new_cases_usa-20210716.png,Pennsylvania,25,"( 380.20770010131713, 598.1813576494427)","(27, 349, 577, 28, 415, 617)","(248, 250, 215, 255)"
covid19_new_cases_usa-20210716.png,South Dakota,26,"( 151.42171377299238, 470.21534320323013)","(28, 125, 428, 29, 178, 515)","(226, 226, 197, 255)"
covid19_new_cases_usa-20210716.png,Indiana,27,"( 343.283277270543, 598.0410860163383)","(29, 325, 541, 31, 377, 692)","(178, 225, 201, 255)"
covid19_new_cases_usa-20210716.png,Mississippi,28,"( 357.8893591293833, 337.4907295445385)","(31, 319, 302, 32, 402, 369)","(222, 236, 188, 255)"
covid19_new_cases_usa-20210716.png,North Dakota,29,"( 269.9971671388102, 775.7620396600566)","(32, 254, 768, 33, 286, 785)","(243, 250, 201, 255)"
covid19_new_cases_usa-20210716.png,Tennessee,30,"( 184.92330321496112, 233.25593612103384)","(33, 124, 185, 35, 242, 279)","(250, 253, 216, 255)"
covid19_new_cases_usa-20210716.png,Arkansas,31,"( 288.6567901234568, 749.7283950617284)","(35, 279, 719, 36, 303, 770)","(240, 244, 204, 255)"
covid19_new_cases_usa-20210716.png,New Mexico,32,"( 187.64896907216496, 839.8530927835052)","(36, 156, 818, 37, 222, 865)","(254, 255, 225, 255)"
covid19_new_cases_usa-20210716.png,New Jersey,33,"( 312.12339437004647, 243.2629133643072)","(37, 242, 190, 38, 382, 305)","(70, 86, 130, 255)"
covid19_new_cases_usa-20210716.png,Iowa,34,"( 251.16037735849056, 301.1509433962264)","(37, 245, 293, 38, 263, 307)","(248, 252, 211, 255)"
covid19_new_cases_usa-20210716.png,Washington,35,"( 201.57570207570208, 301.26210826210826)","(38, 125, 274, 39, 245, 344)","(248, 249, 217, 255)"
covid19_new_cases_usa-20210716.png,Maryland,36,"( 379.53864503816794, 631.8773854961833)","(39, 349, 614, 40, 415, 654)","(215, 219, 177, 255)"
covid19_new_cases_usa-20210716.png,Maine,37,"( 317.9165913881361, 244.7469135802469)","(40, 253, 188, 41, 382, 305)","(70, 86, 130, 255)"
covid19_new_cases_usa-20210716.png,New Mexico,38,"( 210.8549747048904, 800.2006745362563)","(41, 194, 791, 42, 231, 814)","(254, 255, 225, 255)"
covid19_new_cases_usa-20210716.png,Idaho,39,"( 226.78125, 811.40625)","(41, 221, 809, 42, 231, 814)","(252, 254, 222, 255)"
covid19_new_cases_usa-20210716.png,Alabama,40,"( 284.04700991365524, 303.21319688732547)","(42, 244, 239, 44, 347, 370)","(248, 252, 211, 255)"
covid19_new_cases_usa-20210716.png,Texas,41,"( 186.9430512016719, 840.841170323929)","(44, 155, 821, 45, 221, 866)","(254, 255, 225, 255)"
covid19_new_cases_usa-20210716.png,Vermont,42,"( 158.70068027210885, 359.6701237872198)","(45, 125, 284, 46, 202, 426)","(219, 220, 191, 255)"
covid19_confirmed_usa-20210716.png,Wisconsin,1,"( 199.06897618311166, 593.1957933807608)","(0, 163, 561, 1, 235, 622)","(187, 208, 165, 255)"
covid19_confirmed_usa-20210716.png,Virginia,2,"( 304.4896867838044, 717.6058059587472)","(1, 278, 681, 3, 326, 757)","(237, 248, 196, 255)"
covid19_confirmed_usa-20210716.png,West Virginia,3,"( 297.1210287443268, 494.91477559253656)","(3, 274, 450, 4, 320, 542)","(201, 207, 161, 255)"
covid19_confirmed_usa-20210716.png,Kansas,4,"( 272.1216119828816, 603.108059914408)","(4, 234, 576, 5, 318, 624)","(147, 213, 205, 255)"
covid19_confirmed_usa-20210716.png,Illinois,5,"( 436.99515845070425, 681.4291373239437)","(5, 405, 622, 6, 487, 710)","(57, 112, 127, 255)"
covid19_confirmed_usa-20210716.png,Florida,6,"( 241.22854223433242, 552.800068119891)","(6, 219, 518, 7, 266, 592)","(243, 250, 199, 255)"
covid19_confirmed_usa-20210716.png,Iowa,7,"( 364.10663507109007, 701.7235387045814)","(7, 347, 674, 8, 389, 728)","(241, 249, 196, 255)"
covid19_confirmed_usa-20210716.png,South Carolina,8,"( 384.5459493670886, 457.378164556962)","(8, 320, 369, 10, 473, 550)","(89, 134, 190, 255)"
covid19_confirmed_usa-20210716.png,New Mexico,9,"( 170.06245059288537, 542.7533596837944)","(10, 124, 511, 11, 219, 594)","(195, 209, 162, 255)"
covid19_confirmed_usa-20210716.png,Texas,10,"( 226.49070735090152, 779.119278779473)","(11, 190, 721, 14, 257, 831)","(142, 211, 206, 255)"
covid19_confirmed_usa-20210716.png,Minnesota,11,"( 340.31067639257293, 506.9025198938992)","(14, 319, 447, 15, 366, 542)","(241, 249, 197, 255)"
covid19_confirmed_usa-20210716.png,New Hampshire,12,"( 404.63426853707415, 571.1508016032064)","(15, 377, 546, 16, 432, 603)","(240, 249, 196, 255)"
covid19_confirmed_usa-20210716.png,Massachusetts,13,"( 218.3762157382847, 657.3381962864721)","(16, 183, 635, 17, 247, 683)","(219, 240, 198, 255)"
covid19_confirmed_usa-20210716.png,New York,14,"( 298.2900093955528, 564.2536799248355)","(17, 266, 529, 18, 329, 603)","(221, 235, 187, 255)"
covid19_confirmed_usa-20210716.png,Oklahoma,15,"( 379.9186046511628, 598.2057633973711)","(18, 349, 577, 19, 415, 617)","(226, 232, 186, 255)"
covid19_confirmed_usa-20210716.png,Louisiana,16,"( 249.72572275759822, 477.7457375833951)","(19, 226, 427, 20, 275, 530)","(219, 224, 183, 255)"
covid19_confirmed_usa-20210716.png,Michigan,17,"( 361.82688689107255, 696.1085093037842)","(20, 325, 647, 22, 411, 766)","(241, 249, 196, 255)"
covid19_confirmed_usa-20210716.png,Missouri,18,"( 269.6616062683643, 679.0479921645446)","(22, 247, 655, 23, 298, 706)","(192, 230, 201, 255)"
covid19_confirmed_usa-20210716.png,Mississippi,19,"( 202.3727837900069, 472.64195256734973)","(23, 178, 428, 24, 231, 517)","(230, 232, 197, 255)"
covid19_confirmed_usa-20210716.png,Nebraska,20,"( 260.21054984354043, 738.7232901206974)","(24, 243, 706, 25, 279, 775)","(188, 220, 185, 255)"
covid19_confirmed_usa-20210716.png,Georgia,21,"( 151.3862872507282, 470.09970871611023)","(25, 125, 428, 26, 178, 515)","(222, 224, 189, 255)"
covid19_confirmed_usa-20210716.png,North Carolina,22,"( 349.2577502214349, 565.329052258636)","(26, 327, 541, 27, 377, 595)","(244, 251, 204, 255)"
covid19_confirmed_usa-20210716.png,Ohio,23,"( 289.00395178818417, 409.8990318118949)","(27, 259, 368, 28, 320, 452)","(238, 249, 196, 255)"
covid19_confirmed_usa-20210716.png,South Dakota,24,"( 357.8106258804589, 337.4630710404508)","(28, 318, 302, 29, 402, 369)","(209, 231, 188, 255)"
covid19_confirmed_usa-20210716.png,Pennsylvania,25,"( 307.92151898734176, 641.6911392405063)","(29, 247, 592, 32, 349, 692)","(222, 229, 179, 255)"
covid19_confirmed_usa-20210716.png,North Dakota,26,"( 205.9778558189445, 266.05940883816214)","(32, 124, 187, 34, 246, 345)","(250, 253, 216, 255)"
covid19_confirmed_usa-20210716.png,Arkansas,27,"( 210.69006849315068, 800.1147260273973)","(34, 194, 791, 35, 231, 813)","(255, 255, 226, 255)"
covid19_confirmed_usa-20210716.png,Kansas,28,"( 227.45454545454547, 811.5454545454545)","(34, 224, 810, 35, 231, 813)","(253, 254, 222, 255)"
covid19_confirmed_usa-20210716.png,New Mexico,29,"( 187.66117404737383, 839.8527291452111)","(35, 156, 818, 36, 222, 865)","(254, 255, 225, 255)"
covid19_confirmed_usa-20210716.png,Indiana,30,"( 152.54630518234165, 233.48896353166987)","(36, 124, 185, 37, 183, 276)","(244, 251, 203, 255)"
covid19_confirmed_usa-20210716.png,Kentucky,31,"( 312.138289150041, 243.26687619568187)","(37, 242, 190, 38, 382, 305)","(70, 86, 130, 255)"
covid19_confirmed_usa-20210716.png,Tennessee,32,"( 251.36363636363637, 300.95454545454544)","(37, 245, 292, 38, 263, 307)","(245, 251, 204, 255)"
covid19_confirmed_usa-20210716.png,Iowa,33,"( 284.621124275271, 338.0620115956642)","(38, 246, 309, 39, 319, 370)","(222, 230, 179, 255)"
covid19_confirmed_usa-20210716.png,Idaho,34,"( 270.1727019498607, 775.4679665738162)","(39, 253, 767, 40, 287, 784)","(215, 234, 189, 255)"
covid19_confirmed_usa-20210716.png,Vermont,35,"( 281.26229508196724, 729.983606557377)","(40, 280, 720, 41, 284, 739)","(43, 45, 36, 255)"
covid19_confirmed_usa-20210716.png,Maine,36,"( 290.6504854368932, 754.0388349514564)","(40, 280, 741, 41, 303, 770)","(55, 56, 47, 255)"
covid19_confirmed_usa-20210716.png,Washington,37,"( 158.47108843537416, 360.3424036281179)","(41, 124, 289, 42, 202, 425)","(217, 219, 185, 255)"
covid19_confirmed_usa-20210716.png,New Mexico,38,"( 283.61002580169554, 277.9666420936233)","(42, 244, 239, 43, 346, 310)","(240, 246, 200, 255)"
covid19_confirmed_usa-20210716.png,Colorado,39,"( 186.935703084161, 840.8557239937271)","(43, 155, 821, 44, 220, 866)","(254, 255, 225, 255)"
covid19_confirmed_usa-20210716.png,New Jersey,40,"( 158.20525086216486, 359.00133496495715)","(44, 125, 283, 45, 203, 425)","(217, 218, 185, 255)"
covid19_confirmed_usa-20210716.png,Maryland,41,"( 288.1683789954338, 275.222602739726)","(45, 250, 206, 46, 366, 310)","(245, 251, 204, 255)"
