File Name,Class Name,Object Number,Centroid,BoundingBox,RGB Color
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,Iowa,16,"( 286.23104325699745, 582.8651399491094)","(18, 233, 530, 20, 329, 623)","(251, 255, 231)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,Tennessee,17,"( 357.66058321761557, 337.9228327712755)","(20, 317, 302, 21, 402, 370)","(223, 237, 188)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,Georgia,18,"( 260.06386779812414, 738.8637784725324)","(21, 243, 706, 22, 278, 776)","(209, 223, 174)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,Illinois,19,"( 250.12944487081094, 478.2747505755948)","(22, 228, 429, 23, 275, 529)","(222, 223, 192)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,Missouri,20,"( 275.03648424543945, 638.0901050304035)","(23, 247, 621, 24, 308, 656)","(230, 238, 191)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,New Mexico,21,"( 349.2364118426867, 565.2187361908971)","(24, 327, 541, 25, 377, 595)","(247, 248, 214)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,Pennsylvania,22,"( 225.64740368509212, 764.8534338358459)","(25, 195, 720, 26, 257, 792)","(161, 200, 173)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,Nebraska,23,"( 288.80567040756057, 410.1350659578657)","(26, 258, 369, 27, 320, 452)","(251, 252, 218)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,Indiana,24,"( 151.44249775381851, 470.46743036837375)","(27, 124, 429, 28, 179, 515)","(226, 227, 196)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,Arkansas,25,"( 283.7780177585793, 337.5797936165107)","(28, 242, 310, 29, 320, 370)","(249, 255, 210)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,New York,26,"( 417.45569620253167, 581.1518987341772)","(29, 401, 558, 30, 432, 604)","(249, 249, 223)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,Kansas,27,"( 201.09880749574106, 301.22508517887564)","(30, 125, 274, 31, 244, 345)","(244, 245, 213)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,North Dakota,28,"( 240.51263537906138, 807.6570397111914)","(31, 231, 789, 32, 250, 831)","(229, 244, 203)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,Colorado,29,"( 355.7164349647686, 403.4435345648448)","(32, 319, 369, 33, 398, 441)","(244, 245, 211)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,Louisiana,30,"( 210.23693710811324, 232.26182785483564)","(33, 175, 187, 34, 243, 279)","(218, 220, 183)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,Idaho,31,"( 187.73890339425589, 839.7644908616188)","(34, 156, 818, 35, 223, 864)","(254, 255, 224)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,Massachusetts,32,"( 379.93561710398444, 615.1064139941691)","(35, 349, 577, 37, 415, 653)","(247, 250, 219)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,New Mexico,33,"( 283.0647114474929, 278.96140018921477)","(37, 242, 240, 38, 346, 310)","(225, 230, 189)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,Oregon,34,"( 215.78402903811252, 811.0453720508167)","(38, 192, 799, 39, 232, 821)","(239, 240, 209)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,Maine,35,"( 263.5621692212523, 380.2448278232181)","(39, 193, 309, 42, 321, 450)","(247, 251, 216)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,Mississippi,36,"( 270.24148606811144, 775.7120743034055)","(42, 254, 768, 43, 286, 783)","(235, 245, 195)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,Alabama,37,"( 200.271167802947, 301.5003298878381)","(43, 128, 274, 44, 240, 345)","(244, 245, 213)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,Nevada,38,"( 131.83333333333334, 323.8888888888889)","(43, 129, 321, 44, 136, 327)","(254, 255, 224)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,New Hampshire,39,"( 168.18965517241378, 323.7844827586207)","(43, 160, 318, 44, 177, 328)","(254, 255, 224)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,Colorado,40,"( 180.6, 323.8)","(43, 180, 323, 44, 182, 326)","(254, 255, 224)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,New Mexico,41,"( 355.96800624268434, 403.4239172844323)","(44, 319, 369, 45, 398, 440)","(244, 245, 211)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,Colorado,42,"( 151.70713450292396, 471.0390643274854)","(45, 126, 430, 46, 179, 515)","(213, 214, 183)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,New Jersey,43,"( 211.33509700176367, 800.0970017636685)","(46, 194, 792, 47, 231, 813)","(246, 250, 217)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,North Dakota,44,"( 227.46153846153845, 811.3076923076923)","(46, 224, 810, 47, 231, 813)","(254, 255, 221)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,Oklahoma,45,"( 318.14034810126583, 244.8857594936709)","(47, 254, 188, 48, 381, 305)","(69, 86, 130)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,South Dakota,46,"( 158.12033841700992, 360.8052988979183)","(48, 124, 286, 49, 201, 427)","(218, 219, 188)"
covid19_new_cases_usa-20210716_png.rf.45ae0fe9bfe76b4622618017810416a7.jpg,Vermont,47,"( 312.88854655056934, 242.49537843268587)","(49, 241, 187, 50, 383, 306)","(69, 86, 130)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,West Virginia,1,"( 295.1711555169418, 704.8088618592528)","(0, 278, 683, 1, 317, 735)","(249, 254, 213)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Wisconsin,2,"( 199.24953154278575, 593.1783260462211)","(1, 164, 561, 2, 235, 622)","(222, 223, 192)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Florida,3,"( 437.75906735751295, 682.6040587219344)","(2, 407, 623, 3, 487, 712)","(101, 135, 173)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Oklahoma,4,"( 315.8913719943423, 499.248090523338)","(3, 274, 442, 5, 366, 543)","(255, 255, 230)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Kansas,5,"( 397.9297272306981, 483.67730004623206)","(5, 328, 401, 6, 474, 551)","(196, 233, 202)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Texas,6,"( 202.16361931551805, 472.84575714955463)","(6, 178, 429, 7, 230, 517)","(230, 232, 195)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,South Dakota,7,"( 217.6521164021164, 657.5291005291006)","(7, 182, 636, 8, 247, 684)","(68, 86, 136)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Michigan,8,"( 405.10307609282245, 570.6346465191581)","(8, 378, 547, 9, 431, 603)","(255, 255, 228)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Louisiana,9,"( 311.55469755469755, 728.6808236808237)","(9, 289, 682, 10, 326, 758)","(207, 216, 163)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Virginia,10,"( 169.05099601593625, 542.7229083665338)","(10, 124, 510, 11, 218, 597)","(192, 208, 163)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Minnesota,11,"( 270.96790568200424, 558.7974455542819)","(11, 219, 518, 13, 330, 603)","(255, 255, 226)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Iowa,12,"( 269.54038854805725, 678.9693251533743)","(13, 247, 656, 14, 297, 705)","(225, 241, 196)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Missouri,13,"( 362.05264029134247, 697.6109915576891)","(14, 326, 648, 17, 411, 766)","(188, 228, 201)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Ohio,14,"( 287.0706766917293, 621.7424274973147)","(17, 234, 577, 19, 325, 687)","(62, 81, 113)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,South Carolina,15,"( 357.6812375249501, 337.7253493013972)","(19, 317, 303, 20, 402, 370)","(225, 237, 189)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,North Carolina,16,"( 336.08503767491925, 636.9510226049515)","(20, 325, 592, 21, 349, 690)","(215, 236, 197)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Georgia,17,"( 242.87242351920156, 752.0225645476243)","(21, 197, 706, 23, 278, 792)","(99, 139, 128)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Illinois,18,"( 249.93240152477765, 478.0930114358323)","(23, 227, 429, 24, 275, 529)","(221, 222, 191)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Kentucky,19,"( 274.8266590389016, 638.4502288329519)","(24, 247, 622, 25, 307, 656)","(210, 220, 167)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,New Mexico,20,"( 349.2666961521451, 565.1946041574524)","(25, 327, 541, 26, 377, 595)","(242, 247, 206)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Tennessee,21,"( 283.79875269848884, 337.5929479491485)","(26, 242, 310, 27, 320, 370)","(250, 255, 210)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,New York,22,"( 151.45689268073642, 470.42972608890886)","(27, 124, 429, 28, 179, 515)","(226, 227, 196)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Pennsylvania,23,"( 288.82413249211356, 410.1486593059937)","(28, 258, 369, 29, 320, 452)","(239, 249, 196)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Nebraska,24,"( 380.5088495575221, 598.0226155358898)","(29, 349, 577, 30, 415, 616)","(238, 244, 200)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Indiana,25,"( 355.7206331045004, 403.4523264683448)","(30, 319, 369, 31, 399, 441)","(234, 241, 190)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Arkansas,26,"( 187.76678813118167, 839.7069234773555)","(31, 156, 818, 32, 223, 864)","(253, 254, 222)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Colorado,27,"( 416.3112840466926, 578.3297665369649)","(32, 401, 555, 33, 432, 605)","(253, 253, 225)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,North Dakota,28,"( 356.09833496571986, 403.85739471106757)","(33, 319, 369, 34, 397, 440)","(208, 215, 164)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Kansas,29,"( 239.86573146292585, 807.8677354709419)","(34, 231, 789, 35, 251, 831)","(208, 235, 200)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Mississippi,30,"( 206.0366183091546, 264.75077538769386)","(35, 125, 187, 37, 244, 345)","(255, 255, 220)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,New Mexico,31,"( 282.9615821347464, 278.9392505677517)","(37, 242, 239, 38, 346, 310)","(223, 224, 192)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Maine,32,"( 379.1277724204436, 631.7907425265188)","(38, 349, 614, 39, 414, 653)","(224, 225, 194)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Louisiana,33,"( 215.5623869801085, 810.9891500904159)","(39, 191, 799, 40, 232, 821)","(203, 204, 172)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Oklahoma,34,"( 226.06954002173126, 386.35729808040566)","(40, 193, 344, 41, 261, 430)","(223, 224, 193)"
covid19_new_deaths_usa-20210716_png.rf.c5fa3294612defa57ee9e56466f6ffb1.jpg,Massachusetts,35,"( 211.8271812080537, 800.5352348993289)","(41, 194, 792, 42, 231, 814)","(247, 250, 221)"
